Order_ID,Transaction_Date,Product_Category,Unit_Price,Quantity,Discount_Amount,Shipping_City,Payment_Method,Shipping_Cost,Order_Status,Net_Sales,Nama_Bulan,Nama_Hari,Jam_Transaksi
ORD-2023-06218,2023-05-16 18:44:22,Celana Jeans,311000,3,72000.0,Jakarta Barat,COD,10500,Completed,861000.0,May,Tuesday,18
ORD-2023-06219,2023-05-16 19:18:48,Celana Jeans,175000,2,18000.0,Tangerang,COD,14000,Completed,332000.0,May,Tuesday,19
ORD-2023-06220,2023-05-16 19:23:04,Kemeja Formal,195000,1,0.0,Sukabumi,E-Wallet,24500,Completed,195000.0,May,Tuesday,19
ORD-2023-06221,2023-05-16 19:25:49,Blouse,268000,3,83000.0,Tangerang Selatan,E-Wallet,12500,Completed,721000.0,May,Tuesday,19
ORD-2023-06222,2023-05-16 20:11:21,Celana Pendek,152000,1,0.0,Tasikmalaya,E-Wallet,20000,Completed,152000.0,May,Tuesday,20
ORD-2023-06223,2023-05-16 20:16:58,Jaket Windbreaker,359000,4,77000.0,Jakarta Pusat,Kartu Kredit,12000,Completed,1359000.0,May,Tuesday,20
ORD-2023-06224,2023-05-16 20:41:26,Outer,184000,3,40000.0,Bekasi,Transfer Bank,12000,Completed,512000.0,May,Tuesday,20
ORD-2023-06225,2023-05-16 20:51:41,Rok Mini,99000,1,12000.0,Denpasar,Transfer Bank,23000,Completed,87000.0,May,Tuesday,20
ORD-2023-06226,2023-05-16 20:55:56,Kemeja Formal,273000,1,0.0,Cirebon,COD,24500,Cancelled,273000.0,May,Tuesday,20
ORD-2023-06227,2023-05-16 20:58:54,Jaket Hoodie,341000,2,0.0,Sorong,Transfer Bank,74000,Completed,682000.0,May,Tuesday,20
ORD-2023-06228,2023-05-16 20:59:15,Blouse,187000,1,0.0,Surabaya,Transfer Bank,14500,Completed,187000.0,May,Tuesday,20
ORD-2023-06229,2023-05-16 21:04:22,Celana Chino,192000,2,31000.0,Jakarta Selatan,E-Wallet,14500,Returned,353000.0,May,Tuesday,21
ORD-2023-06230,2023-05-16 21:13:32,Dress Casual,166000,1,0.0,Surabaya,E-Wallet,11500,Cancelled,166000.0,May,Tuesday,21
ORD-2023-06231,2023-05-16 21:15:21,Celana Pendek,197000,1,0.0,Jakarta Selatan,Transfer Bank,10000,Returned,197000.0,May,Tuesday,21
ORD-2023-06232,2023-05-16 21:27:52,Kaos Polos,65000,2,0.0,Bandung,COD,11500,Completed,130000.0,May,Tuesday,21
ORD-2023-06233,2023-05-16 21:28:07,Kemeja Formal,193000,1,14000.0,Tangerang,Transfer Bank,12500,Completed,179000.0,May,Tuesday,21
ORD-2023-06234,2023-05-16 21:37:28,Jaket Denim,213000,2,0.0,Mataram,E-Wallet,42000,Completed,426000.0,May,Tuesday,21
ORD-2023-06235,2023-05-16 21:46:36,Sweater,236000,1,27000.0,Padang,E-Wallet,18500,Completed,209000.0,May,Tuesday,21
ORD-2023-06236,2023-05-16 21:54:06,Polo Shirt,138000,2,34000.0,Jakarta Timur,COD,12500,Completed,242000.0,May,Tuesday,21
ORD-2023-06237,2023-05-16 22:15:19,Celana Pendek,124000,2,0.0,Purwokerto,Transfer Bank,24000,Completed,248000.0,May,Tuesday,22
ORD-2023-06238,2023-05-16 23:09:06,Jaket Hoodie,323000,1,21000.0,Sorong,E-Wallet,66000,Completed,302000.0,May,Tuesday,23
ORD-2023-06239,2023-05-16 23:32:48,Kaos Polos,129000,2,0.0,Pontianak,E-Wallet,42000,Completed,258000.0,May,Tuesday,23
ORD-2023-06240,2023-05-17 05:32:18,Celana Jeans,327000,1,23000.0,Bekasi,E-Wallet,13500,Completed,304000.0,May,Wednesday,5
ORD-2023-06241,2023-05-17 07:24:02,Rok Mini,128000,3,41000.0,Jakarta Timur,Kartu Kredit,14500,Completed,343000.0,May,Wednesday,7
ORD-2023-06242,2023-05-17 10:14:44,Celana Jeans,214000,1,0.0,Bandung,E-Wallet,10000,Completed,214000.0,May,Wednesday,10
ORD-2023-06243,2023-05-17 10:59:24,Kaos Grafis,175000,1,0.0,Jakarta Selatan,Transfer Bank,11000,Completed,175000.0,May,Wednesday,10
ORD-2023-06244,2023-05-17 11:06:16,Rok Midi,123000,2,0.0,Jakarta Utara,E-Wallet,14500,Completed,246000.0,May,Wednesday,11
ORD-2023-06245,2023-05-17 11:08:30,Cardigan,286000,2,0.0,Jakarta Utara,E-Wallet,13500,Completed,572000.0,May,Wednesday,11
ORD-2023-06246,2023-05-17 11:24:10,Celana Chino,238000,5,143000.0,Pekanbaru,COD,17000,Completed,1047000.0,May,Wednesday,11
ORD-2023-06247,2023-05-17 11:24:30,Rok Midi,188000,3,0.0,Manado,Transfer Bank,32500,Returned,564000.0,May,Wednesday,11
ORD-2023-06248,2023-05-17 12:23:24,Kaos Polos,132000,1,0.0,Tangerang,E-Wallet,11500,Completed,132000.0,May,Wednesday,12
ORD-2023-06249,2023-05-17 12:36:16,Kaos Polos,130000,3,34000.0,Jayapura,COD,47000,Completed,356000.0,May,Wednesday,12
ORD-2023-06250,2023-05-17 13:06:12,Cardigan,144000,1,12000.0,Bandar Lampung,E-Wallet,19000,Completed,132000.0,May,Wednesday,13
ORD-2023-06251,2023-05-17 13:23:34,Celana Chino,180000,1,0.0,Jakarta Pusat,E-Wallet,10000,Completed,180000.0,May,Wednesday,13
ORD-2023-06252,2023-05-17 13:35:38,Kaos Polos,126000,1,0.0,Pekanbaru,E-Wallet,22500,Completed,126000.0,May,Wednesday,13
ORD-2023-06253,2023-05-17 13:50:08,Jaket Hoodie,387000,4,0.0,Bekasi,Transfer Bank,14500,Completed,1548000.0,May,Wednesday,13
ORD-2023-06254,2023-05-17 14:36:55,Kaos Polos,103000,1,0.0,Samarinda,E-Wallet,29000,Completed,103000.0,May,Wednesday,14
ORD-2023-06255,2023-05-17 15:32:56,Sweater,248000,2,61000.0,Surabaya,Transfer Bank,14500,Cancelled,435000.0,May,Wednesday,15
ORD-2023-06256,2023-05-17 17:29:35,Rok Mini,206000,5,0.0,Jakarta Barat,Transfer Bank,0,Completed,1030000.0,May,Wednesday,17
ORD-2023-06257,2023-05-17 17:48:33,Celana Jeans,370000,2,0.0,Denpasar,E-Wallet,17000,Completed,740000.0,May,Wednesday,17
ORD-2023-06258,2023-05-17 17:55:57,Sweater,152000,1,22000.0,Solo,COD,21000,Completed,130000.0,May,Wednesday,17
ORD-2023-06259,2023-05-17 18:07:31,Jaket Denim,441000,2,60000.0,Yogyakarta,COD,23000,Completed,822000.0,May,Wednesday,18
ORD-2023-06260,2023-05-17 19:37:59,Polo Shirt,126000,1,0.0,Bogor,E-Wallet,10500,Completed,126000.0,May,Wednesday,19
ORD-2023-06261,2023-05-17 20:19:02,Jaket Windbreaker,419000,3,0.0,Tangerang,COD,10500,Completed,1257000.0,May,Wednesday,20
ORD-2023-06262,2023-05-17 20:21:01,Kaos Grafis,142000,4,38000.0,Pekanbaru,E-Wallet,23000,Completed,530000.0,May,Wednesday,20
ORD-2023-06263,2023-05-17 20:46:35,Jaket Hoodie,175000,1,0.0,Tangerang Selatan,COD,14000,Cancelled,175000.0,May,Wednesday,20
ORD-2023-06264,2023-05-17 20:55:22,Dress Casual,240000,3,54000.0,Yogyakarta,Transfer Bank,25000,Completed,666000.0,May,Wednesday,20
ORD-2023-06265,2023-05-17 20:58:32,Outer,349000,3,127000.0,Jakarta Selatan,COD,10500,Completed,920000.0,May,Wednesday,20
ORD-2023-06266,2023-05-17 21:18:06,Kaos Grafis,128000,2,33000.0,Tangerang Selatan,E-Wallet,10500,Completed,223000.0,May,Wednesday,21
ORD-2023-06267,2023-05-17 21:41:41,Jaket Denim,355000,4,0.0,Bandung,Kartu Kredit,15000,Completed,1420000.0,May,Wednesday,21
ORD-2023-06268,2023-05-17 21:44:58,Celana Jeans,150000,2,0.0,Jakarta Selatan,Kartu Kredit,12500,Completed,300000.0,May,Wednesday,21
ORD-2023-06269,2023-05-17 21:51:31,Jaket Denim,377000,2,0.0,Tangerang,COD,15000,Completed,754000.0,May,Wednesday,21
ORD-2023-06270,2023-05-17 21:59:47,Celana Pendek,92000,2,23000.0,Surabaya,E-Wallet,12500,Completed,161000.0,May,Wednesday,21
ORD-2023-06271,2023-05-17 22:17:29,Kaos Grafis,130000,2,33000.0,Jakarta Selatan,COD,13000,Completed,227000.0,May,Wednesday,22
ORD-2023-06272,2023-05-17 22:59:50,Celana Chino,191000,1,28000.0,Jakarta Timur,Transfer Bank,14500,Completed,163000.0,May,Wednesday,22
ORD-2023-06273,2023-05-17 23:05:20,Rok Midi,112000,2,31000.0,Denpasar,E-Wallet,24500,Completed,193000.0,May,Wednesday,23
ORD-2023-06274,2023-05-17 23:16:43,Jaket Denim,308000,2,36000.0,Tangerang Selatan,Transfer Bank,13500,Completed,580000.0,May,Wednesday,23
ORD-2023-06275,2023-05-17 23:32:37,Kaos Grafis,165000,1,12000.0,Mataram,COD,42500,Returned,153000.0,May,Wednesday,23
ORD-2023-06276,2023-05-18 01:16:23,Celana Chino,224000,4,103000.0,Tasikmalaya,COD,19500,Completed,793000.0,May,Thursday,1
ORD-2023-06277,2023-05-18 03:20:45,Kaos Grafis,0,2,17000.0,Jakarta Barat,E-Wallet,12000,Completed,-17000.0,May,Thursday,3
ORD-2023-06278,2023-05-18 05:36:14,Kemeja Formal,166000,2,31000.0,Bandar Lampung,Transfer Bank,17500,Completed,301000.0,May,Thursday,5
ORD-2023-06279,2023-05-18 05:53:36,Sweater,316000,3,53000.0,Jakarta Barat,E-Wallet,12000,Completed,895000.0,May,Thursday,5
ORD-2023-06280,2023-05-18 07:30:04,Celana Jeans,374000,3,110000.0,Tangerang Selatan,Transfer Bank,13000,Completed,1012000.0,May,Thursday,7
ORD-2025-41216,2023-05-18 08:50:23,Celana Chino,160000,1,10000.0,Jakarta Selatan,E-Wallet,12000,Completed,150000.0,May,Thursday,8
ORD-2023-06282,2023-05-18 11:48:06,Polo Shirt,162000,2,31000.0,Balikpapan,E-Wallet,42500,Completed,293000.0,May,Thursday,11
ORD-2023-06283,2023-05-18 11:48:36,Sweater,304000,2,0.0,Surabaya,E-Wallet,12500,Completed,608000.0,May,Thursday,11
ORD-2023-06284,2023-05-18 11:51:54,Tank Top,115000,1,12000.0,Depok,Transfer Bank,11500,Completed,103000.0,May,Thursday,11
ORD-2023-06285,2023-05-18 11:58:02,Kemeja Casual,129000,3,0.0,Sukabumi,E-Wallet,22500,Completed,387000.0,May,Thursday,11
ORD-2023-06286,2023-05-18 12:06:25,Jaket Hoodie,373000,1,0.0,Bandung,COD,13000,Completed,373000.0,May,Thursday,12
ORD-2023-06287,2023-05-18 12:17:09,Rok Midi,193000,1,20000.0,Jakarta Barat,Transfer Bank,10500,Completed,173000.0,May,Thursday,12
ORD-2023-06288,2023-05-18 12:22:36,Celana Jeans,355000,2,0.0,Malang,COD,19000,Completed,710000.0,May,Thursday,12
ORD-2023-06289,2023-05-18 12:23:32,Polo Shirt,218000,1,0.0,Purwokerto,E-Wallet,24500,Completed,218000.0,May,Thursday,12
ORD-2023-06290,2023-05-18 12:36:53,Outer,399000,4,0.0,Malang,E-Wallet,22000,Cancelled,1596000.0,May,Thursday,12
ORD-2023-06291,2023-05-18 13:00:52,Rok Midi,207000,1,11000.0,Kediri,Transfer Bank,17000,Completed,196000.0,May,Thursday,13
ORD-2023-06292,2023-05-18 13:02:20,Cardigan,184000,1,0.0,Jakarta Utara,Transfer Bank,13500,Cancelled,184000.0,May,Thursday,13
ORD-2023-06293,2023-05-18 13:16:34,Celana Jeans,385000,2,0.0,Surabaya,E-Wallet,12000,Completed,770000.0,May,Thursday,13
ORD-2023-06294,2023-05-18 13:27:50,Kemeja Casual,245000,2,26000.0,Tangerang Selatan,COD,12000,Returned,464000.0,May,Thursday,13
ORD-2023-06295,2023-05-18 13:28:44,Polo Shirt,248000,1,13000.0,Solo,Transfer Bank,16500,Completed,235000.0,May,Thursday,13
ORD-2023-06296,2023-05-18 13:45:08,Kaos Grafis,151000,4,0.0,Sorong,E-Wallet,59000,Completed,604000.0,May,Thursday,13
ORD-2023-06297,2023-05-18 15:36:53,Tank Top,65000,1,0.0,Yogyakarta,COD,15500,Returned,65000.0,May,Thursday,15
ORD-2023-06298,2023-05-18 15:49:02,Kaos Polos,121000,2,24000.0,Surabaya,Transfer Bank,14000,Completed,218000.0,May,Thursday,15
ORD-2023-06299,2023-05-18 16:24:17,Celana Jeans,193000,2,0.0,Tangerang,Transfer Bank,12000,Completed,386000.0,May,Thursday,16
ORD-2023-06300,2023-05-18 19:07:15,Celana Pendek,124000,2,34000.0,Jakarta Barat,E-Wallet,12500,Completed,214000.0,May,Thursday,19
ORD-2023-06301,2023-05-18 19:11:35,Kemeja Casual,127000,2,28000.0,Tasikmalaya,Transfer Bank,24500,Completed,226000.0,May,Thursday,19
ORD-2023-06302,2023-05-18 19:56:30,Kaos Polos,138000,1,0.0,Tangerang Selatan,COD,11500,Completed,138000.0,May,Thursday,19
ORD-2023-06303,2023-05-18 20:11:32,Dress Casual,129000,1,16000.0,Pekanbaru,E-Wallet,15500,Completed,113000.0,May,Thursday,20
ORD-2023-06304,2023-05-18 20:11:37,Jaket Hoodie,195000,4,0.0,Malang,E-Wallet,16000,Completed,780000.0,May,Thursday,20
ORD-2023-06305,2023-05-18 20:24:07,Dress Formal,428000,3,0.0,Jember,COD,24000,Completed,1284000.0,May,Thursday,20
ORD-2023-06306,2023-05-18 20:42:05,Kaos Grafis,180000,1,13000.0,Banjarmasin,E-Wallet,29500,Completed,167000.0,May,Thursday,20
ORD-2023-06307,2023-05-18 21:09:31,Cardigan,209000,1,26000.0,Surabaya,Transfer Bank,14500,Completed,183000.0,May,Thursday,21
ORD-2023-06308,2023-05-18 21:13:27,Cardigan,298000,5,133000.0,Surabaya,Transfer Bank,9000,Cancelled,1357000.0,May,Thursday,21
ORD-2023-06309,2023-05-18 21:14:45,Kemeja Casual,272000,4,0.0,Jakarta Barat,E-Wallet,12000,Completed,1088000.0,May,Thursday,21
ORD-2023-06310,2023-05-18 21:24:48,Rok Mini,215000,2,54000.0,Bogor,E-Wallet,9500,Completed,376000.0,May,Thursday,21
ORD-2023-06311,2023-05-18 21:29:39,Kemeja Casual,251000,2,0.0,Kediri,E-Wallet,24500,Completed,502000.0,May,Thursday,21
ORD-2023-06312,2023-05-18 21:42:50,Dress Casual,192000,1,0.0,Tasikmalaya,E-Wallet,17500,Completed,192000.0,May,Thursday,21
ORD-2023-06313,2023-05-18 21:42:57,Celana Jeans,205000,1,0.0,Pontianak,Transfer Bank,30500,Completed,205000.0,May,Thursday,21
ORD-2023-06314,2023-05-18 21:58:16,Jaket Hoodie,380000,4,0.0,Bekasi,Transfer Bank,13500,Completed,1520000.0,May,Thursday,21
ORD-2023-06315,2023-05-18 22:42:09,Jaket Windbreaker,274000,2,0.0,Kediri,Transfer Bank,20000,Completed,548000.0,May,Thursday,22
ORD-2023-06316,2023-05-18 23:17:17,Cardigan,189000,4,39000.0,Tangerang Selatan,E-Wallet,10500,Completed,717000.0,May,Thursday,23
ORD-2023-06317,2023-05-18 23:50:20,Celana Jeans,358000,4,72000.0,Surabaya,COD,14500,Completed,1360000.0,May,Thursday,23
ORD-2023-06318,2023-05-19 00:17:35,Celana Pendek,155000,2,34000.0,Manado,E-Wallet,25500,Completed,276000.0,May,Friday,0
ORD-2023-06319,2023-05-19 03:04:57,Kemeja Casual,150000,1,0.0,Malang,COD,394094,Completed,150000.0,May,Friday,3
ORD-2023-06320,2023-05-19 05:15:28,Jaket Windbreaker,198000,4,0.0,Bandar Lampung,E-Wallet,24000,Cancelled,792000.0,May,Friday,5
ORD-2023-06321,2023-05-19 06:23:41,Kaos Polos,104000,3,35000.0,Jakarta Utara,E-Wallet,14500,Completed,277000.0,May,Friday,6
ORD-2023-06322,2023-05-19 07:23:17,Outer,212000,1,0.0,Jakarta Utara,COD,15000,Completed,212000.0,May,Friday,7
ORD-2023-06323,2023-05-19 07:42:57,Dress Casual,252000,4,0.0,Medan,COD,21000,Completed,1008000.0,May,Friday,7
ORD-2023-06324,2023-05-19 07:52:32,Celana Jeans,315000,1,0.0,Sorong,COD,53500,Cancelled,315000.0,May,Friday,7
ORD-2023-06325,2023-05-19 08:15:19,Kemeja Formal,370000,2,76000.0,Makassar,E-Wallet,19000,Completed,664000.0,May,Friday,8
ORD-2023-06326,2023-05-19 08:31:53,Kemeja Casual,102000,1,7000.0,Tasikmalaya,Transfer Bank,18000,Completed,95000.0,May,Friday,8
ORD-2023-06327,2023-05-19 08:39:40,Polo Shirt,173000,4,38000.0,Jakarta Utara,Transfer Bank,11000,Completed,654000.0,May,Friday,8
ORD-2023-06328,2023-05-19 08:46:42,Kaos Polos,109000,1,0.0,Surabaya,Transfer Bank,10000,Completed,109000.0,May,Friday,8
ORD-2023-06329,2023-05-19 08:54:22,Jaket Denim,252000,2,0.0,Kupang,E-Wallet,69500,Completed,504000.0,May,Friday,8
ORD-2023-06330,2023-05-19 09:06:02,Kemeja Formal,399000,1,41000.0,Jakarta Utara,Transfer Bank,14000,Completed,358000.0,May,Friday,9
ORD-2023-06331,2023-05-19 09:25:12,Celana Pendek,132000,1,9000.0,Malang,Transfer Bank,21000,Completed,123000.0,May,Friday,9
ORD-2023-06332,2023-05-19 10:14:56,Kaos Polos,136000,2,0.0,Kupang,E-Wallet,57500,Completed,272000.0,May,Friday,10
ORD-2023-06333,2023-05-19 10:57:37,Sweater,156000,3,0.0,Bogor,E-Wallet,9000,Completed,468000.0,May,Friday,10
ORD-2023-06334,2023-05-19 11:32:19,Sweater,293000,5,0.0,Denpasar,Transfer Bank,24500,Cancelled,1465000.0,May,Friday,11
ORD-2023-06335,2023-05-19 11:40:00,Rok Midi,158000,1,22000.0,Semarang,E-Wallet,11500,Completed,136000.0,May,Friday,11
ORD-2023-06336,2023-05-19 11:57:31,Jaket Windbreaker,389000,1,0.0,Mataram,COD,44500,Completed,389000.0,May,Friday,11
ORD-2023-06337,2023-05-19 12:17:15,Cardigan,134000,5,0.0,Jakarta Selatan,E-Wallet,13500,Completed,670000.0,May,Friday,12
ORD-2023-06338,2023-05-19 12:46:12,Celana Chino,301000,1,30000.0,Mataram,Transfer Bank,25500,Completed,271000.0,May,Friday,12
ORD-2023-06339,2023-05-19 12:52:05,Celana Pendek,136000,2,0.0,Bandung,E-Wallet,12500,Returned,272000.0,May,Friday,12
ORD-2023-06340,2023-05-19 12:52:48,Sweater,191000,2,24000.0,Jakarta Selatan,COD,13500,Completed,358000.0,May,Friday,12
ORD-2023-06341,2023-05-19 13:21:44,Sweater,160000,3,0.0,Medan,E-Wallet,18500,Completed,480000.0,May,Friday,13
ORD-2023-06342,2023-05-19 13:36:14,Sweater,177000,1,22000.0,Jakarta Timur,Kartu Kredit,14500,Completed,155000.0,May,Friday,13
ORD-2023-06343,2023-05-19 13:52:02,Celana Chino,186000,1,0.0,Kediri,COD,16000,Completed,186000.0,May,Friday,13
ORD-2023-06344,2023-05-19 14:04:03,Kemeja Formal,171000,1,11000.0,Kupang,Transfer Bank,53000,Completed,160000.0,May,Friday,14
ORD-2023-06345,2023-05-19 14:23:12,Rok Midi,132000,1,0.0,Sorong,E-Wallet,66000,Completed,132000.0,May,Friday,14
ORD-2023-06346,2023-05-19 15:21:16,Jaket Denim,332000,2,0.0,Bekasi,E-Wallet,12500,Completed,664000.0,May,Friday,15
ORD-2023-06347,2023-05-19 17:02:42,Dress Formal,348000,1,0.0,Samarinda,Kartu Kredit,37000,Completed,348000.0,May,Friday,17
ORD-2023-06348,2023-05-19 17:08:24,Celana Pendek,182000,3,0.0,Medan,COD,25000,Completed,546000.0,May,Friday,17
ORD-2023-06349,2023-05-19 17:43:21,Celana Chino,343000,2,0.0,Tangerang,E-Wallet,14000,Returned,686000.0,May,Friday,17
ORD-2023-06350,2023-05-19 17:53:01,Dress Casual,159000,2,24000.0,Jakarta Selatan,E-Wallet,10000,Completed,294000.0,May,Friday,17
ORD-2023-06351,2023-05-19 17:59:40,Cardigan,183000,5,0.0,Semarang,E-Wallet,12000,Completed,915000.0,May,Friday,17
ORD-2023-06352,2023-05-19 18:56:49,Celana Jeans,317000,2,0.0,Sorong,Transfer Bank,64000,Completed,634000.0,May,Friday,18
ORD-2023-06353,2023-05-19 19:02:48,Tank Top,103000,3,38000.0,Medan,Transfer Bank,19500,Completed,271000.0,May,Friday,19
ORD-2023-06354,2023-05-19 19:04:38,Rok Midi,191000,3,65000.0,Purwokerto,E-Wallet,24500,Completed,508000.0,May,Friday,19
ORD-2023-06355,2023-05-19 19:28:21,Dress Casual,309000,1,30000.0,Samarinda,E-Wallet,39500,Completed,279000.0,May,Friday,19
ORD-2023-06356,2023-05-19 19:33:46,Tank Top,56000,2,9000.0,Bekasi,E-Wallet,9000,Cancelled,103000.0,May,Friday,19
ORD-2023-06357,2023-05-19 19:36:25,Kemeja Casual,295000,1,0.0,Denpasar,COD,15500,Completed,295000.0,May,Friday,19
ORD-2023-06358,2023-05-19 19:55:36,Kaos Polos,84000,1,9000.0,Jakarta Utara,E-Wallet,13500,Completed,75000.0,May,Friday,19
ORD-2023-06359,2023-05-19 20:01:29,Cardigan,279000,5,83000.0,Bekasi,Transfer Bank,15000,Completed,1312000.0,May,Friday,20
ORD-2023-06360,2023-05-19 20:01:35,Polo Shirt,213000,1,19000.0,Jember,COD,24500,Completed,194000.0,May,Friday,20
ORD-2023-06361,2023-05-19 20:04:50,Celana Pendek,129000,5,63000.0,Jakarta Selatan,E-Wallet,10500,Completed,582000.0,May,Friday,20
ORD-2023-06362,2023-05-19 20:08:18,Cardigan,291000,3,0.0,Cirebon,COD,15500,Cancelled,873000.0,May,Friday,20
ORD-2023-06363,2023-05-19 20:45:45,Outer,441000,4,166000.0,Medan,Transfer Bank,21500,Completed,1598000.0,May,Friday,20
ORD-2023-06364,2023-05-19 21:21:15,Kemeja Formal,330000,1,0.0,Makassar,E-Wallet,21500,Completed,330000.0,May,Friday,21
ORD-2023-06365,2023-05-19 21:35:28,Jaket Hoodie,321000,1,45000.0,Palembang,COD,21000,Completed,276000.0,May,Friday,21
ORD-2023-06366,2023-05-19 21:40:00,Jaket Hoodie,330000,3,57000.0,Malang,Transfer Bank,19000,Completed,933000.0,May,Friday,21
ORD-2023-06367,2023-05-19 21:49:44,Kemeja Formal,318000,3,0.0,Bogor,E-Wallet,12500,Completed,954000.0,May,Friday,21
ORD-2023-06368,2023-05-19 21:58:53,Kemeja Casual,131000,3,0.0,Batam,COD,17000,Completed,393000.0,May,Friday,21
ORD-2023-06369,2023-05-19 22:27:16,Dress Formal,240000,1,23000.0,Jakarta Utara,COD,13500,Completed,217000.0,May,Friday,22
ORD-2023-06370,2023-05-19 23:01:58,Sweater,216000,2,56000.0,Jakarta Pusat,COD,15000,Completed,376000.0,May,Friday,23
ORD-2023-06371,2023-05-19 23:03:25,Outer,235000,2,0.0,Surabaya,E-Wallet,14000,Completed,470000.0,May,Friday,23
ORD-2023-06372,2023-05-20 02:22:51,Jaket Denim,444000,4,126000.0,Tasikmalaya,E-Wallet,19500,Completed,1650000.0,May,Saturday,2
ORD-2023-06373,2023-05-20 03:43:40,Kaos Polos,128000,2,0.0,Pekanbaru,Transfer Bank,20500,Cancelled,256000.0,May,Saturday,3
ORD-2023-06374,2023-05-20 06:22:09,Celana Chino,290000,1,40000.0,Tangerang Selatan,E-Wallet,10000,Completed,250000.0,May,Saturday,6
ORD-2023-06375,2023-05-20 06:45:23,Kaos Grafis,177000,2,0.0,Tangerang,E-Wallet,14500,Completed,354000.0,May,Saturday,6
ORD-2023-06376,2023-05-20 08:54:15,Polo Shirt,177000,4,0.0,Jakarta Selatan,Kartu Kredit,9500,Completed,708000.0,May,Saturday,8
ORD-2023-06377,2023-05-20 09:09:48,Jaket Hoodie,279000,3,0.0,Pekanbaru,E-Wallet,19500,Completed,837000.0,May,Saturday,9
ORD-2023-06378,2023-05-20 09:38:18,Kaos Grafis,186000,2,0.0,Palembang,E-Wallet,16000,Completed,372000.0,May,Saturday,9
ORD-2023-06379,2023-05-20 10:40:38,Kaos Grafis,112000,2,26000.0,Jakarta Timur,Transfer Bank,13000,Returned,198000.0,May,Saturday,10
ORD-2023-06380,2023-05-20 11:12:49,Kemeja Casual,220000,2,0.0,Balikpapan,Transfer Bank,37000,Completed,440000.0,May,Saturday,11
ORD-2023-06381,2023-05-20 11:21:07,Kemeja Formal,318000,2,58000.0,Jakarta Selatan,E-Wallet,14500,Completed,578000.0,May,Saturday,11
ORD-2023-06382,2023-05-20 11:29:59,Celana Chino,195000,4,85000.0,Tangerang,Transfer Bank,14000,Completed,695000.0,May,Saturday,11
ORD-2023-06383,2023-05-20 11:33:07,Celana Chino,237000,1,22000.0,Medan,E-Wallet,22000,Completed,215000.0,May,Saturday,11
ORD-2023-06384,2023-05-20 11:39:05,Sweater,259000,1,0.0,Yogyakarta,E-Wallet,21500,Cancelled,259000.0,May,Saturday,11
ORD-2023-06385,2023-05-20 11:46:16,Polo Shirt,108000,3,20000.0,Depok,COD,14000,Completed,304000.0,May,Saturday,11
ORD-2023-06386,2023-05-20 12:07:07,Kaos Polos,124000,4,42000.0,Bogor,Transfer Bank,11000,Completed,454000.0,May,Saturday,12
ORD-2023-06387,2023-05-20 12:15:08,Kaos Polos,63000,5,0.0,Kediri,Kartu Kredit,16500,Completed,315000.0,May,Saturday,12
ORD-2023-06388,2023-05-20 12:19:08,Celana Chino,205000,5,0.0,Jakarta Barat,E-Wallet,13000,Completed,1025000.0,May,Saturday,12
ORD-2023-06389,2023-05-20 13:03:06,Celana Pendek,188000,1,0.0,Batam,E-Wallet,20500,Completed,188000.0,May,Saturday,13
ORD-2023-06390,2023-05-20 13:11:36,Polo Shirt,161000,4,74000.0,Solo,COD,17000,Completed,570000.0,May,Saturday,13
ORD-2023-06391,2023-05-20 13:13:07,Celana Chino,349000,2,0.0,Tangerang,Transfer Bank,11500,Completed,698000.0,May,Saturday,13
ORD-2023-06392,2023-05-20 14:27:37,Tank Top,124000,1,17000.0,Balikpapan,E-Wallet,28500,Completed,107000.0,May,Saturday,14
ORD-2023-06393,2023-05-20 14:32:24,Celana Chino,310000,4,0.0,Jakarta Utara,Transfer Bank,13000,Completed,1240000.0,May,Saturday,14
ORD-2023-06394,2023-05-20 14:59:10,Rok Midi,103000,2,0.0,Yogyakarta,E-Wallet,17000,Completed,206000.0,May,Saturday,14
ORD-2023-06395,2023-05-20 15:09:16,Dress Casual,231000,3,68000.0,Bandar Lampung,E-Wallet,15500,Returned,625000.0,May,Saturday,15
ORD-2023-06396,2023-05-20 15:11:24,Celana Chino,144000,1,7000.0,Tangerang,COD,12500,Completed,137000.0,May,Saturday,15
ORD-2023-06397,2023-05-20 16:37:59,Celana Jeans,268000,1,0.0,Bandung,E-Wallet,14000,Completed,268000.0,May,Saturday,16
ORD-2023-06398,2023-05-20 19:04:34,Sweater,215000,1,24000.0,Bekasi,E-Wallet,10500,Completed,191000.0,May,Saturday,19
ORD-2023-06399,2023-05-20 19:21:19,Tank Top,50000,1,4000.0,Banjarmasin,E-Wallet,43500,Completed,46000.0,May,Saturday,19
ORD-2023-06400,2023-05-20 19:30:06,Celana Chino,289000,2,79000.0,Pontianak,COD,36000,Completed,499000.0,May,Saturday,19
ORD-2023-06401,2023-05-20 20:01:03,Cardigan,154000,1,0.0,Tangerang,Transfer Bank,10500,Completed,154000.0,May,Saturday,20
ORD-2023-06402,2023-05-20 20:41:27,Celana Jeans,343000,2,40000.0,Mataram,COD,27000,Cancelled,646000.0,May,Saturday,20
ORD-2023-06403,2023-05-20 20:45:35,Jaket Denim,344000,2,0.0,Jakarta Utara,COD,11000,Cancelled,688000.0,May,Saturday,20
